,customer_id,annual_income,vehicle_make,vehicle_model,vehicle_year,loan_amount,initial_apr,current_apr,loan_term_months,autopay_enrolled,num_successful_payments,credit_score,loan_start_date,loan_end_date,loan_status,target
61490,CUST00061491,57937.98,Chevrolet,Tahoe,2024,31429.63,11.86,11.57,24,False,18,616,2023-08-01,2025-07-21,Paid Off,0
61492,CUST00061493,52852.94,Chevrolet,Equinox,2025,15353.66,16.86,18.56,72,False,24,446,2024-02-28,2030-01-27,Paid Off,0
61497,CUST00061498,97852.83,Chevrolet,Corvette,2022,65263.48,4.64,5.48,84,True,39,793,2024-01-26,2030-12-20,Paid Off,0
61499,CUST00061500,64677.7,Buick,Regal,2024,25122.78,15.08,15.91,72,True,30,517,2021-12-19,2027-11-18,Default,1
61502,CUST00061503,118952.94,Cadillac,XT4,2022,81502.6,10.29,10.71,24,True,16,632,2021-12-14,2023-12-04,Paid Off,0
61514,CUST00061515,89017.19,Cadillac,XT6,2022,27522.36,11.75,12.38,24,False,21,607,2023-01-06,2024-12-26,Paid Off,0
61521,CUST00061522,79248.85,Chevrolet,Blazer,2024,69850.1,6.51,7.0,60,True,42,724,2024-05-12,2029-04-16,Paid Off,0
61523,CUST00061524,93790.3,GMC,Sierra 1500,2023,42125.15,9.53,8.87,24,True,17,671,2022-10-16,2024-10-05,Paid Off,0
61524,CUST00061525,47322.01,Buick,Encore,2023,29879.69,11.69,12.17,48,False,42,644,2023-09-17,2027-08-27,Paid Off,0
61525,CUST00061526,98963.65,Chevrolet,Tahoe,2024,80810.17,8.14,8.02,36,True,23,699,2025-01-02,2027-12-18,Paid Off,0
61532,CUST00061533,108152.66,Cadillac,Escalade,2023,83236.75,13.53,13.3,60,True,37,623,2022-10-09,2027-09-13,Default,1
61539,CUST00061540,100239.34,Cadillac,XT6,2025,67495.36,3.93,4.31,24,True,23,769,2023-03-10,2025-02-27,Paid Off,0
61543,CUST00061544,31361.32,Chevrolet,Trailblazer,2022,8359.6,18.71,18.59,24,False,16,380,2022-07-13,2024-07-02,Paid Off,0
61559,CUST00061560,75573.49,Chevrolet,Impala,2025,70490.53,11.93,12.1,24,True,15,671,2022-11-24,2024-11-13,Paid Off,0
61560,CUST00061561,48671.37,Buick,Encore GX,2023,10072.35,15.05,15.82,24,False,9,361,2022-12-21,2024-12-10,Paid Off,0
61564,CUST00061565,43676.61,Buick,Enclave,2022,35046.31,12.16,13.47,84,True,32,625,2022-03-08,2029-01-30,Paid Off,0
61565,CUST00061566,77101.96,GMC,Yukon,2025,66643.81,9.41,11.16,24,True,14,664,2023-07-13,2025-07-02,Paid Off,0
61566,CUST00061567,95228.34,GMC,Canyon,2024,67165.32,14.88,15.87,24,True,18,644,2023-01-16,2025-01-05,Paid Off,0
61580,CUST00061581,43891.6,Chevrolet,Silverado 1500,2025,11905.58,15.35,14.68,24,True,10,485,2022-02-16,2024-02-06,Paid Off,0
61587,CUST00061588,115588.15,Cadillac,XT6,2024,30201.38,14.9,14.52,24,False,11,508,2023-04-30,2025-04-19,Paid Off,0
61588,CUST00061589,115365.54,Cadillac,XT5,2025,40578.65,14.03,16.55,48,True,21,556,2021-11-06,2025-10-16,Paid Off,0
61591,CUST00061592,118121.77,Cadillac,Lyriq,2023,65831.8,3.95,4.73,84,True,40,787,2024-12-24,2031-11-18,Paid Off,0
61596,CUST00061597,94741.83,GMC,Sierra 2500HD,2023,71518.13,13.36,15.61,24,False,20,615,2021-11-11,2023-11-01,Paid Off,0
61622,CUST00061623,114527.71,Chevrolet,Traverse,2022,75871.87,4.35,4.33,24,True,20,705,2022-11-02,2024-10-22,Paid Off,0
61626,CUST00061627,31082.79,Chevrolet,Equinox,2024,8833.52,15.56,16.62,60,False,16,407,2022-12-20,2027-11-24,Paid Off,0
61630,CUST00061631,104086.96,Cadillac,XT4,2025,69459.94,6.75,7.07,84,True,40,667,2025-05-16,2032-04-09,Paid Off,0
61631,CUST00061632,35766.99,Buick,Encore GX,2025,11557.02,17.64,17.03,36,True,25,341,2022-08-08,2025-07-23,Paid Off,0
61634,CUST00061635,53275.26,Chevrolet,Colorado,2023,20341.33,17.12,18.55,24,False,9,418,2023-09-18,2025-09-07,Paid Off,0
61640,CUST00061641,80722.38,Cadillac,Lyriq,2024,57305.28,3.8,6.23,36,False,34,771,2021-12-23,2024-12-07,Paid Off,0
61642,CUST00061643,105888.25,Cadillac,XT6,2023,43459.2,10.91,13.43,36,True,31,613,2022-01-04,2024-12-19,Paid Off,0
61645,CUST00061646,34094.42,Buick,Encore,2024,7527.97,16.85,16.13,36,False,16,333,2022-03-14,2025-02-26,Paid Off,0
61647,CUST00061648,33801.94,Chevrolet,Silverado 1500,2025,18539.94,17.56,16.89,36,True,22,524,2022-05-19,2025-05-03,Paid Off,0
61648,CUST00061649,50739.05,Chevrolet,Silverado 1500,2024,29555.93,14.51,14.42,24,True,11,570,2022-02-12,2024-02-02,Paid Off,0
61649,CUST00061650,41886.18,Buick,Encore GX,2023,17926.36,18.34,21.19,84,False,29,427,2025-08-10,2032-07-04,Default,1
61653,CUST00061654,59984.93,Chevrolet,Camaro,2024,29738.4,12.05,11.52,24,True,20,640,2022-02-25,2024-02-15,Paid Off,0
61667,CUST00061668,51988.67,Chevrolet,Traverse,2023,28921.5,17.39,18.19,84,False,22,493,2023-02-06,2029-12-31,Default,1
61674,CUST00061675,39965.31,Chevrolet,Trax,2022,16840.91,15.45,16.3,48,True,29,478,2022-06-09,2026-05-19,Default,1
61680,CUST00061681,62015.99,Chevrolet,Impala,2023,34114.3,14.37,16.05,48,False,26,536,2023-12-27,2027-12-06,Paid Off,0
61682,CUST00061683,73597.93,GMC,Canyon,2022,59780.33,12.16,11.66,36,False,22,647,2021-11-15,2024-10-30,Paid Off,0
61685,CUST00061686,99393.65,GMC,Sierra 3500HD,2024,68564.18,4.31,3.97,60,True,41,702,2021-11-20,2026-10-25,Paid Off,0
61691,CUST00061692,61750.86,Chevrolet,Camaro,2023,23842.24,14.49,15.64,24,True,8,505,2022-07-10,2024-06-29,Paid Off,0
61692,CUST00061693,97878.99,Cadillac,CT5,2022,87597.54,11.45,12.93,24,False,16,680,2021-12-22,2023-12-12,Paid Off,0
61694,CUST00061695,66032.97,Chevrolet,Trailblazer,2025,23630.71,15.78,17.74,24,False,11,557,2022-02-05,2024-01-26,Paid Off,0
61701,CUST00061702,82786.01,GMC,Hummer EV,2025,17401.56,16.72,17.13,36,True,11,595,2023-12-12,2026-11-26,Paid Off,0
61702,CUST00061703,82374.46,Cadillac,Celestiq,2025,60012.22,3.42,3.94,36,False,34,801,2022-07-22,2025-07-06,Paid Off,0
61707,CUST00061708,97249.44,Cadillac,CT4,2025,64199.25,7.18,8.48,60,False,37,663,2022-08-19,2027-07-24,Default,1
61710,CUST00061711,107346.8,GMC,Yukon XL,2024,78860.75,3.88,4.83,24,True,21,848,2023-06-28,2025-06-17,Paid Off,0
61716,CUST00061717,100296.58,GMC,Canyon,2025,56762.61,5.32,4.42,24,True,23,703,2023-02-15,2025-02-04,Paid Off,0
61718,CUST00061719,89498.97,Chevrolet,Equinox,2022,36788.24,11.34,11.07,48,True,31,682,2024-02-18,2028-01-28,Paid Off,0
61720,CUST00061721,38270.53,Chevrolet,Corvette,2024,8586.38,18.03,17.94,84,False,24,415,2023-09-30,2030-08-24,Paid Off,0
61724,CUST00061725,56844.32,Buick,Encore,2023,36592.49,4.45,4.47,24,True,21,724,2021-11-15,2023-11-05,Paid Off,0
61729,CUST00061730,58092.73,Chevrolet,Blazer,2022,28511.5,14.68,14.15,24,False,8,574,2023-05-06,2025-04-25,Paid Off,0
61731,CUST00061732,87448.76,Cadillac,Escalade ESV,2024,89990.02,3.87,5.77,48,True,46,783,2022-05-15,2026-04-24,Default,1
61732,CUST00061733,118773.48,Cadillac,CT5,2025,49627.82,14.7,15.0,24,True,15,581,2022-04-16,2024-04-05,Paid Off,0
61737,CUST00061738,116883.7,Cadillac,XT4,2024,70656.91,4.99,7.59,24,True,23,847,2022-02-08,2024-01-29,Paid Off,0
61740,CUST00061741,92292.61,Cadillac,Lyriq,2023,61330.21,10.86,13.34,48,False,30,656,2023-03-18,2027-02-25,Default,1
61756,CUST00061757,100284.63,GMC,Sierra 3500HD,2022,89281.71,8.79,8.02,36,True,24,683,2024-06-08,2027-05-24,Default,1
61758,CUST00061759,68347.55,Chevrolet,Corvette,2024,24646.0,16.62,18.87,36,True,15,402,2022-08-31,2025-08-15,Paid Off,0
61759,CUST00061760,68209.09,Chevrolet,Equinox,2025,31046.11,16.02,15.77,24,True,16,402,2023-04-01,2025-03-21,Paid Off,0
61762,CUST00061763,76816.08,Buick,Encore,2025,26299.38,18.22,20.18,36,False,24,518,2022-10-04,2025-09-18,Paid Off,0
61764,CUST00061765,51962.38,Chevrolet,Malibu,2023,10581.53,18.48,19.13,84,True,30,540,2025-10-13,2032-09-06,Default,1
61777,CUST00061778,106158.19,GMC,Yukon XL,2025,60793.98,2.79,3.52,36,True,35,788,2025-06-30,2028-06-14,Default,1
61785,CUST00061786,68512.49,GMC,Terrain,2025,16936.85,18.6,21.42,36,False,24,471,2025-09-29,2028-09-13,Default,1
61789,CUST00061790,60297.49,Chevrolet,Tahoe,2025,66826.21,4.64,7.07,36,True,30,713,2022-04-14,2025-03-29,Paid Off,0
61795,CUST00061796,51374.89,GMC,Yukon,2023,23294.9,14.17,15.02,36,True,23,641,2024-01-27,2027-01-11,Paid Off,0
61797,CUST00061798,25556.14,Chevrolet,Equinox,2024,7140.82,16.55,16.63,24,False,13,571,2023-05-15,2025-05-04,Paid Off,0
61800,CUST00061801,59064.56,Chevrolet,Silverado 2500HD,2024,49539.17,5.75,6.93,24,True,19,711,2023-06-11,2025-05-31,Paid Off,0
61804,CUST00061805,118441.14,Cadillac,Escalade ESV,2023,67433.53,10.17,10.16,24,True,15,640,2022-02-12,2024-02-02,Paid Off,0
61805,CUST00061806,72886.46,GMC,Sierra 1500,2023,67560.9,9.35,12.18,36,True,32,696,2022-07-15,2025-06-29,Paid Off,0
61819,CUST00061820,58622.0,Buick,Encore GX,2025,34492.72,6.6,7.83,36,True,35,730,2025-08-29,2028-08-13,Default,1
61829,CUST00061830,96225.72,Cadillac,Lyriq,2024,57165.39,3.56,5.31,84,True,42,801,2025-02-15,2032-01-10,Paid Off,0
61837,CUST00061838,46046.28,Chevrolet,Silverado 2500HD,2024,14520.92,14.08,13.75,24,False,12,342,2025-05-13,2027-05-03,Default,1
61840,CUST00061841,88226.84,Cadillac,XT4,2024,74600.89,2.74,3.39,60,True,47,848,2023-03-08,2028-02-10,Default,1
61841,CUST00061842,114394.81,Chevrolet,Impala,2025,38376.79,10.81,11.52,36,True,25,620,2022-04-26,2025-04-10,Paid Off,0
61852,CUST00061853,117561.45,Cadillac,Lyriq,2023,37155.35,15.16,14.24,36,False,20,534,2023-07-04,2026-06-18,Default,1
61860,CUST00061861,75003.4,Buick,Encore GX,2024,55875.44,11.46,11.74,24,True,15,610,2025-04-14,2027-04-04,Paid Off,0
61865,CUST00061866,113313.63,Cadillac,Lyriq,2025,88188.49,3.64,2.71,36,True,33,801,2025-10-04,2028-09-18,Paid Off,0
61871,CUST00061872,112252.61,GMC,Terrain,2024,69843.65,13.36,14.46,60,True,33,633,2024-01-21,2028-12-25,Paid Off,0
61872,CUST00061873,83288.4,GMC,Sierra 1500,2022,42732.62,18.11,17.84,24,False,12,505,2023-07-17,2025-07-06,Paid Off,0
61874,CUST00061875,61055.24,Chevrolet,Trax,2022,52219.99,4.99,7.82,24,False,21,741,2023-08-12,2025-08-01,Paid Off,0
61893,CUST00061894,75641.9,Chevrolet,Corvette,2022,27361.65,14.56,14.63,24,True,10,574,2023-05-15,2025-05-04,Paid Off,0
61896,CUST00061897,95761.22,GMC,Sierra 3500HD,2023,75259.99,4.11,5.12,72,False,40,758,2025-06-10,2031-05-10,Paid Off,0
61898,CUST00061899,81365.17,Cadillac,Escalade ESV,2025,47293.2,2.69,2.68,36,False,33,775,2022-07-19,2025-07-03,Paid Off,0
61900,CUST00061901,61818.39,Buick,Enclave,2024,37639.04,15.22,14.48,36,True,25,494,2022-11-10,2025-10-25,Paid Off,0
61906,CUST00061907,101316.27,Chevrolet,Impala,2024,79944.52,4.03,5.99,24,True,23,793,2023-10-03,2025-09-22,Paid Off,0
61915,CUST00061916,35417.27,Chevrolet,Silverado 2500HD,2022,12819.72,16.74,15.83,48,False,24,366,2022-07-01,2026-06-10,Paid Off,0
61920,CUST00061921,50053.63,GMC,Canyon,2023,26624.73,17.42,20.32,36,True,12,500,2025-01-17,2028-01-02,Paid Off,0
61923,CUST00061924,53580.54,Chevrolet,Trailblazer,2025,34779.17,11.75,14.49,24,False,18,627,2023-07-12,2025-07-01,Paid Off,0
61929,CUST00061930,107367.55,GMC,Canyon,2022,34251.35,11.79,11.01,60,True,31,625,2025-02-04,2030-01-09,Paid Off,0
61930,CUST00061931,91018.1,Chevrolet,Camaro,2022,73884.26,5.22,7.8,24,False,23,731,2022-02-19,2024-02-09,Paid Off,0
61931,CUST00061932,35799.71,Chevrolet,Trax,2024,22452.15,15.11,14.44,24,False,17,613,2022-10-25,2024-10-14,Paid Off,0
61938,CUST00061939,68142.65,Chevrolet,Bolt EV,2024,33907.51,14.58,15.46,36,True,19,445,2022-08-09,2025-07-24,Paid Off,0
61958,CUST00061959,81191.75,Cadillac,XT5,2024,71324.31,4.56,4.66,36,False,33,818,2022-08-10,2025-07-25,Paid Off,0
61970,CUST00061971,75394.09,GMC,Terrain,2023,22480.11,15.01,15.69,72,True,29,523,2024-05-13,2030-04-12,Default,1
61987,CUST00061988,108085.4,GMC,Hummer EV,2024,76237.64,2.72,2.15,24,True,22,786,2022-10-04,2024-09-23,Paid Off,0
61997,CUST00061998,75859.45,GMC,Hummer EV,2025,77205.78,5.22,4.35,24,True,21,743,2022-04-24,2024-04-13,Paid Off,0
61998,CUST00061999,49609.59,Chevrolet,Equinox,2023,23587.64,17.48,20.48,24,True,10,556,2022-05-27,2024-05-16,Paid Off,0
62007,CUST00062008,66012.53,Buick,Encore GX,2024,62756.1,5.75,7.81,24,False,22,721,2023-08-29,2025-08-18,Paid Off,0
62014,CUST00062015,107884.2,GMC,Hummer EV,2022,43812.58,15.98,18.0,24,False,11,550,2022-06-14,2024-06-03,Paid Off,0
62015,CUST00062016,81566.74,GMC,Sierra 1500,2024,40589.02,6.31,5.63,84,True,44,747,2024-08-06,2031-07-01,Default,1
62017,CUST00062018,63104.64,Chevrolet,Impala,2025,29961.03,6.98,8.38,24,True,19,653,2022-10-24,2024-10-13,Paid Off,0
62022,CUST00062023,75123.33,Chevrolet,Equinox,2025,43732.29,14.43,16.34,36,False,18,561,2022-05-15,2025-04-29,Paid Off,0
62025,CUST00062026,76742.28,GMC,Sierra 2500HD,2024,32418.57,14.06,14.86,24,False,15,433,2023-03-29,2025-03-18,Paid Off,0
62026,CUST00062027,98399.84,Cadillac,CT5,2025,75841.4,2.62,3.94,24,True,23,831,2021-11-10,2023-10-31,Paid Off,0
62041,CUST00062042,74664.93,GMC,Sierra 3500HD,2023,21934.31,17.6,19.21,24,False,7,520,2022-02-25,2024-02-15,Paid Off,0
62050,CUST00062051,67068.48,GMC,Hummer EV,2025,51401.6,14.76,17.35,24,True,15,633,2023-11-01,2025-10-21,Paid Off,0
62051,CUST00062052,119764.09,GMC,Sierra 3500HD,2022,36498.85,11.31,14.16,36,True,30,622,2023-03-23,2026-03-07,Paid Off,0
62052,CUST00062053,71281.3,Chevrolet,Bolt EV,2023,22897.14,16.71,16.12,36,True,12,564,2021-11-26,2024-11-10,Paid Off,0
62061,CUST00062062,118030.17,Cadillac,XT5,2023,76464.31,9.94,10.76,24,True,18,676,2021-12-02,2023-11-22,Paid Off,0
62062,CUST00062063,89810.52,Cadillac,Lyriq,2025,30137.66,18.0,18.49,24,False,16,501,2025-07-23,2027-07-13,Paid Off,0
62075,CUST00062076,119074.58,Cadillac,Celestiq,2022,25066.31,15.89,17.68,24,True,8,542,2023-04-28,2025-04-17,Paid Off,0
62079,CUST00062080,74826.29,Chevrolet,Corvette,2025,69186.92,6.02,7.2,84,True,40,707,2023-11-14,2030-10-08,Paid Off,0
62080,CUST00062081,102643.66,GMC,Sierra 2500HD,2023,68547.89,3.9,5.91,24,True,20,827,2022-12-03,2024-11-22,Paid Off,0
62086,CUST00062087,103186.83,GMC,Canyon,2022,85385.92,4.42,5.0,72,False,40,753,2024-08-04,2030-07-04,Default,1
62098,CUST00062099,81130.93,Cadillac,XT4,2023,34555.9,13.5,12.9,36,False,31,620,2022-06-02,2025-05-17,Paid Off,0
62099,CUST00062100,114118.79,Cadillac,CT4,2022,71148.6,4.02,4.17,84,True,41,718,2025-08-20,2032-07-14,Default,1
62101,CUST00062102,37151.93,Chevrolet,Colorado,2022,14963.35,18.31,18.37,36,False,15,320,2022-09-22,2025-09-06,Paid Off,0
62108,CUST00062109,52210.69,Chevrolet,Traverse,2023,42125.89,11.69,13.33,24,True,19,648,2023-01-30,2025-01-19,Paid Off,0
62112,CUST00062113,33563.76,Chevrolet,Corvette,2022,10472.91,14.11,15.02,24,False,9,410,2023-08-05,2025-07-25,Paid Off,0
62118,CUST00062119,113028.47,GMC,Sierra 2500HD,2023,26770.0,14.36,16.44,36,True,13,508,2022-11-19,2025-11-03,Paid Off,0
62128,CUST00062129,99653.64,Chevrolet,Camaro,2023,21306.46,17.56,17.78,24,True,14,536,2022-09-01,2024-08-21,Paid Off,0
62131,CUST00062132,79314.38,Chevrolet,Colorado,2022,50172.55,7.66,8.94,24,True,19,657,2023-03-25,2025-03-14,Paid Off,0
62142,CUST00062143,30919.37,Chevrolet,Suburban,2025,9236.7,18.21,17.6,84,True,21,336,2023-05-10,2030-04-03,Paid Off,0
62151,CUST00062152,29853.3,Chevrolet,Bolt EV,2023,15030.31,17.61,19.65,72,False,16,418,2024-04-28,2030-03-28,Default,1
62155,CUST00062156,79262.68,Chevrolet,Bolt EV,2024,32310.9,16.06,15.45,36,False,14,501,2022-05-22,2025-05-06,Paid Off,0
62162,CUST00062163,53745.81,Chevrolet,Impala,2022,25070.42,8.14,9.34,36,False,31,667,2021-12-31,2024-12-15,Paid Off,0
62166,CUST00062167,63740.32,GMC,Sierra 3500HD,2022,23377.71,14.95,15.12,72,True,33,567,2022-04-21,2028-03-20,Default,1
62171,CUST00062172,43518.87,Chevrolet,Colorado,2022,22817.56,14.01,15.21,24,False,13,466,2022-01-15,2024-01-05,Paid Off,0
62184,CUST00062185,107216.22,Cadillac,XT6,2025,42580.58,15.63,17.53,24,False,8,502,2022-06-15,2024-06-04,Paid Off,0
62186,CUST00062187,97420.8,GMC,Terrain,2024,30400.1,10.22,12.25,36,False,26,621,2025-09-02,2028-08-17,Paid Off,0
62193,CUST00062194,108716.96,GMC,Yukon XL,2024,89008.31,4.39,6.66,24,True,19,833,2022-06-08,2024-05-28,Paid Off,0
62200,CUST00062201,80178.31,Chevrolet,Trax,2025,44231.33,17.09,19.36,72,False,28,584,2023-03-13,2029-02-09,Default,1
62203,CUST00062204,103993.05,GMC,Yukon,2025,58828.06,17.5,20.16,36,False,20,516,2022-07-22,2025-07-06,Paid Off,0
62210,CUST00062211,101271.97,Cadillac,CT5,2025,80829.9,7.86,10.69,24,True,18,687,2022-07-16,2024-07-05,Paid Off,0
62220,CUST00062221,107081.91,Cadillac,Escalade ESV,2024,79733.91,2.82,5.47,60,False,43,756,2022-09-01,2027-08-06,Paid Off,0
62233,CUST00062234,37262.42,Buick,Regal,2025,13805.85,18.75,21.66,24,True,9,466,2022-05-27,2024-05-16,Paid Off,0
62248,CUST00062249,78529.72,Chevrolet,Suburban,2024,73717.04,4.92,5.97,24,True,20,702,2022-02-17,2024-02-07,Paid Off,0
62256,CUST00062257,99135.76,GMC,Sierra 1500,2024,72271.07,10.82,13.71,60,True,37,659,2024-04-27,2029-04-01,Default,1
62261,CUST00062262,38178.82,Chevrolet,Blazer,2023,22856.23,18.66,20.49,60,False,32,458,2023-06-30,2028-06-03,Paid Off,0
62262,CUST00062263,62472.7,Chevrolet,Equinox,2022,57739.11,6.76,7.85,84,True,39,650,2024-09-05,2031-07-31,Paid Off,0
62263,CUST00062264,26248.1,Buick,Encore,2024,7016.25,18.76,21.73,48,True,24,373,2024-09-15,2028-08-25,Paid Off,0
62267,CUST00062268,103705.08,GMC,Sierra 3500HD,2022,82922.41,5.82,6.93,24,True,23,706,2022-10-03,2024-09-22,Paid Off,0
62272,CUST00062273,42308.63,Chevrolet,Malibu,2023,10454.37,15.85,18.21,36,False,16,491,2021-12-09,2024-11-23,Paid Off,0
62280,CUST00062281,73864.27,GMC,Canyon,2025,49714.58,13.45,12.82,72,False,38,634,2022-10-20,2028-09-18,Paid Off,0
62283,CUST00062284,73683.06,Chevrolet,Colorado,2025,57080.01,7.2,8.49,60,False,45,713,2024-09-25,2029-08-30,Paid Off,0
62289,CUST00062290,96009.91,Cadillac,Escalade,2023,63698.9,3.05,2.53,24,True,22,802,2023-09-29,2025-09-18,Paid Off,0
62291,CUST00062292,83418.27,GMC,Terrain,2023,23224.49,14.74,15.67,24,False,9,543,2022-09-09,2024-08-29,Paid Off,0
62294,CUST00062295,31127.25,Chevrolet,Silverado 1500,2025,6621.4,14.9,15.22,72,False,33,576,2025-09-15,2031-08-15,Default,1
62304,CUST00062305,33882.73,Chevrolet,Camaro,2025,17448.16,16.8,16.83,36,True,22,359,2022-03-23,2025-03-07,Paid Off,0
62305,CUST00062306,109219.31,Cadillac,XT5,2025,60989.01,5.09,5.6,24,False,21,710,2022-01-28,2024-01-18,Paid Off,0
62306,CUST00062307,113914.43,Cadillac,Celestiq,2023,87336.78,4.18,4.47,36,True,32,780,2022-04-27,2025-04-11,Paid Off,0
62308,CUST00062309,42337.6,Chevrolet,Traverse,2023,16626.87,16.34,18.04,24,True,10,524,2023-09-17,2025-09-06,Paid Off,0
62312,CUST00062313,58293.61,Chevrolet,Silverado 1500,2022,56199.76,6.56,8.13,48,True,41,739,2024-06-08,2028-05-18,Paid Off,0
62313,CUST00062314,119508.57,GMC,Acadia,2022,76370.71,3.38,6.04,24,True,19,776,2022-04-13,2024-04-02,Paid Off,0
62330,CUST00062331,113827.94,Chevrolet,Silverado 1500,2024,75222.31,15.14,15.05,36,False,22,612,2022-07-21,2025-07-05,Paid Off,0
62350,CUST00062351,82990.04,Chevrolet,Silverado 2500HD,2022,56370.21,6.48,8.87,24,False,23,738,2023-04-05,2025-03-25,Paid Off,0
62358,CUST00062359,45271.97,Chevrolet,Blazer,2025,36130.48,10.82,10.25,24,True,20,641,2023-06-01,2025-05-21,Paid Off,0
62363,CUST00062364,81645.38,GMC,Hummer EV,2022,41565.52,15.08,16.09,36,True,14,570,2022-07-13,2025-06-27,Paid Off,0
62366,CUST00062367,76145.62,GMC,Hummer EV,2024,41647.68,14.05,14.39,24,False,9,560,2023-01-06,2024-12-26,Paid Off,0
62368,CUST00062369,114824.03,GMC,Hummer EV,2022,34594.04,16.61,16.03,36,False,21,543,2022-03-16,2025-02-28,Paid Off,0
62375,CUST00062376,86061.6,Chevrolet,Blazer,2025,50264.84,16.71,17.36,36,False,20,568,2022-09-01,2025-08-16,Paid Off,0
62391,CUST00062392,108480.56,GMC,Acadia,2023,67602.64,6.35,6.46,48,True,39,729,2022-12-28,2026-12-07,Paid Off,0
62393,CUST00062394,56693.31,Buick,Envision,2025,46409.01,10.39,11.73,24,False,14,668,2024-11-29,2026-11-19,Default,1
62396,CUST00062397,95548.19,GMC,Acadia,2024,63642.75,3.27,3.6,24,True,22,831,2024-08-14,2026-08-04,Paid Off,0
62400,CUST00062401,108808.82,GMC,Sierra 2500HD,2025,86110.28,15.44,15.74,48,True,40,642,2024-09-29,2028-09-08,Paid Off,0
62418,CUST00062419,80087.83,Chevrolet,Camaro,2023,20179.08,15.0,17.5,48,False,28,556,2023-10-18,2027-09-27,Default,1
62420,CUST00062421,108826.97,Cadillac,Escalade ESV,2022,29986.45,15.75,16.57,48,False,19,513,2023-06-25,2027-06-04,Default,1
62424,CUST00062425,114588.12,Cadillac,XT6,2025,72218.36,9.76,11.19,24,True,19,665,2025-08-04,2027-07-25,Default,1
62436,CUST00062437,97219.23,Cadillac,Celestiq,2024,73235.98,6.78,9.62,24,False,19,696,2022-08-04,2024-07-24,Paid Off,0
62437,CUST00062438,103313.2,Cadillac,CT5,2024,65589.36,3.06,3.78,24,True,22,841,2021-12-27,2023-12-17,Paid Off,0
62448,CUST00062449,67240.05,Chevrolet,Malibu,2022,42535.33,14.64,15.73,36,False,28,626,2021-12-18,2024-12-02,Paid Off,0
62451,CUST00062452,109850.79,GMC,Yukon,2024,64889.71,6.66,6.79,36,True,30,701,2023-08-15,2026-07-30,Paid Off,0
62454,CUST00062455,75223.47,Chevrolet,Traverse,2023,52826.65,6.73,8.56,72,False,29,688,2025-04-03,2031-03-03,Default,1
62455,CUST00062456,85794.64,GMC,Yukon XL,2024,82337.15,4.24,5.26,72,False,42,832,2023-10-11,2029-09-09,Paid Off,0
62460,CUST00062461,77078.41,Chevrolet,Trax,2024,16278.65,16.45,18.33,72,False,31,573,2025-05-18,2031-04-17,Paid Off,0
62463,CUST00062464,29985.13,Chevrolet,Silverado 1500,2024,9526.56,14.87,14.9,24,True,9,595,2022-04-11,2024-03-31,Paid Off,0
62465,CUST00062466,88797.28,GMC,Canyon,2022,64399.91,4.21,3.41,72,True,39,712,2023-10-21,2029-09-19,Default,1
62477,CUST00062478,82399.77,Cadillac,CT4,2023,18559.06,18.17,18.66,36,True,13,531,2024-10-15,2027-09-30,Default,1
62490,CUST00062491,118488.99,Cadillac,CT4,2023,72202.89,5.66,4.67,24,True,23,743,2022-08-25,2024-08-14,Paid Off,0
62496,CUST00062497,28522.65,Chevrolet,Traverse,2024,21126.29,11.81,11.49,24,False,14,613,2022-11-07,2024-10-27,Paid Off,0
62500,CUST00062501,88667.97,Chevrolet,Bolt EV,2025,24797.01,18.47,17.85,24,False,13,545,2022-09-25,2024-09-14,Paid Off,0
62502,CUST00062503,89299.78,GMC,Terrain,2023,88660.11,3.31,6.15,24,True,20,765,2025-02-23,2027-02-13,Default,1
62508,CUST00062509,93267.76,GMC,Canyon,2025,76811.1,11.09,10.49,72,True,32,671,2023-11-30,2029-10-29,Default,1
62517,CUST00062518,117056.64,Cadillac,Celestiq,2023,66008.43,3.84,4.14,36,True,32,761,2022-08-10,2025-07-25,Paid Off,0
62518,CUST00062519,51124.36,Chevrolet,Silverado 3500HD,2022,23114.79,16.89,19.53,60,False,24,566,2023-02-24,2028-01-29,Default,1
62520,CUST00062521,29028.29,Chevrolet,Silverado 2500HD,2024,16137.05,16.68,17.2,84,False,16,542,2025-02-11,2032-01-06,Default,1
62527,CUST00062528,57491.41,Chevrolet,Equinox,2022,67614.21,5.46,6.2,36,False,35,708,2022-04-14,2025-03-29,Paid Off,0
62542,CUST00062543,70220.69,Chevrolet,Camaro,2023,39850.54,15.99,18.75,36,True,19,568,2022-08-10,2025-07-25,Paid Off,0
62550,CUST00062551,52192.1,Chevrolet,Equinox,2024,57586.31,10.57,9.73,24,True,18,685,2022-04-16,2024-04-05,Paid Off,0
62553,CUST00062554,101697.83,Cadillac,CT5,2025,40651.77,11.12,13.0,24,True,15,676,2022-03-08,2024-02-26,Paid Off,0
