annual_income,loan_amount,loan_term_months,credit_score,target
109411.83,58296.51,24,617,0
109754.23,66206.08,72,695,0
52109.56,17012.15,36,492,0
32649.71,15197.63,36,311,0
57507.66,37675.2,24,680,0
70279.23,35021.34,24,542,0
65962.79,17750.87,24,436,0
110889.45,57688.63,24,688,0
89610.45,42488.29,48,503,1
91413.14,72987.8,60,713,1
67587.71,48530.66,24,725,0
72172.62,64114.36,36,697,0
31176.12,16966.16,36,510,1
41965.86,30310.75,60,618,1
80083.82,62279.39,24,687,0
49378.05,31160.79,36,477,0
61044.36,19657.29,24,601,0
56050.03,30439.4,24,746,0
101632.13,59036.04,72,526,1
56190.26,23811.93,24,483,0
79487.85,39796.02,24,663,0
110597.77,67700.72,84,797,1
80959.56,24854.36,72,572,0
67453.93,52929.5,24,733,0
79142.11,33633.11,84,544,1
43505.02,21213.54,36,494,0
80537.93,74021.72,72,654,0
36797.0,9948.8,48,558,0
76230.23,17094.83,48,482,0
32154.67,13695.91,36,321,0
117235.52,30880.33,24,508,0
87702.41,44609.8,24,685,0
69702.13,17359.11,24,430,0
33656.34,8785.62,36,352,0
116358.26,76415.35,60,754,0
104515.28,47477.15,24,597,0
66344.47,31669.75,36,470,0
36205.2,23125.66,24,635,0
115328.37,74161.74,36,783,0
80766.96,36022.45,24,557,0
47995.94,26716.13,72,492,1
63119.96,24434.74,24,486,0
42761.79,25302.74,24,613,0
107675.07,34024.45,36,613,1
93351.82,87744.97,24,699,0
69233.55,17727.5,24,548,0
89684.19,65460.59,36,640,0
50316.3,25144.85,72,549,1
77001.33,52361.79,36,605,0
36804.54,12778.8,24,342,0
65922.09,38687.4,84,652,1
65034.26,28528.57,84,562,0
119570.8,73007.37,36,689,1
97063.76,34798.99,24,530,1
104561.41,56514.38,24,631,0
101689.01,62514.47,84,672,0
92259.22,72606.91,24,745,0
48955.79,20978.14,36,503,0
103649.32,67935.19,36,825,0
91767.94,62701.76,24,842,0
60225.16,17112.68,36,556,0
74163.76,46787.17,36,672,0
39298.27,25214.6,36,637,0
82223.89,26327.17,36,590,0
53543.52,27276.84,24,735,0
63118.9,55818.97,60,749,0
60277.39,28119.87,36,653,0
98160.32,64085.82,72,808,1
39401.56,17032.61,36,636,0
101699.46,75831.68,24,823,0
56478.7,39868.21,24,629,0
87314.36,80978.08,36,723,1
40653.73,17039.94,72,462,0
25613.12,7652.28,84,476,0
118355.7,52012.36,24,693,0
61961.96,38161.38,36,561,0
111611.29,52885.69,36,516,0
76445.04,43477.16,24,662,0
53816.92,42689.91,48,642,0
116221.37,79306.15,48,672,0
75571.59,24654.82,24,416,0
66487.63,15282.82,60,440,1
62266.48,27034.86,72,551,0
112543.57,74817.55,36,767,0
106251.76,65491.81,36,786,0
67522.01,16710.3,24,490,0
90812.39,34441.59,24,687,0
33001.59,16673.47,84,328,1
89908.34,23039.01,24,504,0
64092.81,35672.53,48,630,0
39577.64,31390.13,24,623,0
62500.52,33651.06,48,580,0
28606.3,12121.83,36,580,0
32295.32,11028.36,84,492,0
76422.36,33870.47,84,448,0
44536.43,14201.16,48,582,1
26175.27,6078.01,24,343,0
48230.23,23775.33,24,609,0
77125.32,28794.33,48,444,1
99727.99,72351.86,60,753,1
113532.0,89004.54,36,736,1
28950.27,11893.5,24,540,0
69682.68,15241.65,48,554,0
52623.87,52942.22,24,676,0
91608.64,39033.5,72,628,1
110771.82,46628.1,36,634,0
106717.46,28062.28,24,625,0
33086.09,17504.56,84,566,1
30452.66,7253.12,84,599,1
47076.32,22812.26,24,645,1
92691.82,47781.4,24,602,0
47340.39,22241.14,84,356,0
26563.55,10656.0,24,456,0
108221.45,74105.85,24,785,0
38381.08,31922.61,72,644,1
72042.76,51613.14,24,639,0
56370.89,16489.7,24,576,0
95039.01,74461.14,24,738,0
119619.79,50669.62,84,538,0
38180.34,8620.45,24,307,0
106803.88,38216.11,84,617,0
115883.66,40528.48,24,562,0
36682.34,29257.73,36,617,0
52771.07,31542.77,60,582,1
92083.69,78509.51,36,695,0
68271.31,35925.51,36,478,0
73144.06,87038.17,60,746,1
111821.74,73714.64,36,848,0
28699.25,15316.06,24,339,0
101092.51,78301.92,72,819,0
84958.62,45304.25,24,543,0
115456.89,46848.42,60,635,1
95993.65,89475.55,24,720,0
89480.74,43196.99,24,642,0
105949.8,69737.48,36,783,0
60194.24,73229.26,48,703,0
114716.16,43820.77,24,555,1
101575.22,47266.74,24,516,0
98151.77,88267.61,36,684,0
54510.36,17385.0,48,552,0
41330.19,21660.26,60,628,0
95533.93,72227.02,72,835,0
35105.65,16394.65,24,417,0
53343.23,42099.69,24,610,0
103448.49,38003.38,72,671,1
53443.61,23024.13,24,494,0
116525.13,72049.27,84,710,1
25479.92,11995.73,36,534,0
43065.94,22303.01,24,358,0
100215.05,66920.4,60,672,0
61775.82,14595.73,24,575,0
110840.55,41123.22,24,591,0
86644.97,57011.0,24,727,0
96982.91,29723.02,36,550,0
92028.88,59020.87,24,756,0
27303.73,7728.4,36,406,0
71284.38,23564.66,48,457,0
104341.39,41933.03,24,580,0
94680.48,62897.92,24,763,0
55538.33,30310.15,36,444,1
118444.45,66834.03,24,662,0
107405.37,66696.67,84,508,1
101675.4,72520.82,24,778,0
39487.63,15292.82,24,554,0
101641.98,28728.78,48,607,1
90792.25,23901.55,36,512,0
90306.35,78660.85,72,731,0
109866.65,34451.64,36,598,0
89618.74,89278.25,60,658,0
37994.61,13748.26,36,626,0
63246.7,33027.46,36,513,0
51713.29,32442.86,84,731,1
49760.49,17662.8,24,379,0
30365.83,16660.65,36,345,0
62744.97,24114.52,60,438,0
85797.18,35318.07,84,611,0
61040.54,32589.26,24,633,0
69163.7,23757.6,72,523,1
54694.95,30787.43,24,529,0
53539.35,15868.78,24,491,1
118024.74,63302.51,36,563,0
115940.88,62799.18,72,744,1
112577.92,69360.65,36,633,0
36950.69,13945.05,24,594,0
30845.02,13100.01,48,375,1
35433.48,18011.24,24,320,0
94159.61,67224.11,36,795,0
94410.78,52407.03,24,629,0
60248.07,36797.04,84,417,1
43724.83,20568.83,24,449,1
111627.25,62634.2,48,752,1
52777.77,25888.66,36,701,0
38356.63,12828.26,48,493,0
38442.68,13545.62,72,519,1
118027.69,84747.18,24,844,0
114821.65,65225.63,36,619,0
66986.96,20463.95,36,462,0
64083.75,83577.25,48,720,1
27709.11,13799.41,24,599,0
44761.11,9425.33,36,560,1
54419.25,19143.2,36,623,0
76728.57,46962.27,36,746,0
90055.97,69645.49,24,628,0
42142.04,13373.98,36,335,1
91592.84,34624.26,24,687,0
105531.32,41649.54,24,637,0
85616.53,70190.48,24,784,0
103139.27,45643.29,36,521,0
43339.99,13628.81,60,321,1
41499.37,14056.58,24,497,0
56428.39,15235.55,60,475,1
85357.33,59405.53,24,628,0
54657.34,58028.98,36,686,0
65550.84,34932.05,24,473,0
48193.83,23131.29,36,536,0
60640.95,13630.21,36,571,0
102065.07,64219.61,24,701,0
61064.24,37368.11,24,590,0
104972.03,62410.04,24,502,0
39348.31,11912.52,48,379,0
37210.77,22824.65,24,472,0
61637.38,38049.1,24,470,0
59016.97,27634.07,84,506,1
56998.87,19704.63,60,478,1
111549.73,41365.61,24,555,0
97947.9,26681.59,36,570,0
58510.7,71343.34,24,740,0
99888.17,57282.83,24,641,0
108398.42,88166.31,36,813,0
98251.82,32131.58,24,619,0
32661.18,17099.63,24,300,0
99869.83,58661.14,36,536,0
69847.7,50180.96,60,657,0
68989.84,25737.48,24,429,0
29624.81,15935.95,36,390,1
77809.32,30988.33,48,425,1
79636.93,46017.05,60,508,0
35234.29,24991.59,72,633,1
67306.1,14216.43,36,443,0
33887.77,11336.67,24,575,0
53338.08,49251.95,24,745,0
63485.03,85447.54,48,707,0
47883.85,11194.89,36,404,0
62813.26,45499.39,36,616,0
107786.82,68516.91,84,665,0
71881.19,28143.12,24,593,0
96228.08,62396.83,24,845,0
68209.71,44537.06,48,668,1
118727.2,85397.05,36,680,1
103374.63,60137.08,60,505,0
33115.91,12647.84,36,323,0
45087.44,21296.12,24,306,0
42875.29,20737.22,36,337,1
98253.38,59636.48,24,745,0
62601.76,30912.34,60,575,0
53429.39,29217.34,24,567,0
63345.03,25559.04,24,561,0
84030.44,51510.83,24,843,0
108571.13,71834.35,60,621,1
36686.84,15964.9,24,515,0
37855.7,14616.38,60,344,0
25500.69,5485.88,24,549,0
95599.39,39246.0,36,663,0
62459.7,66333.05,24,712,0
65400.94,17151.35,24,402,0
89008.92,44652.62,36,639,0
98692.53,69672.11,48,703,1
48781.36,14596.39,24,563,0
86900.37,32280.22,72,568,0
36883.44,22030.69,24,421,0
108814.07,82068.73,24,837,0
32027.01,17416.73,36,575,0
31598.87,11826.6,72,444,1
84876.89,60356.34,36,674,0
95699.89,62455.68,24,830,0
50886.86,11280.59,36,431,0
74841.15,27222.46,24,570,0
54573.49,23125.0,24,557,0
25735.21,6988.76,48,577,0
57501.35,26125.21,24,565,0
45763.15,14687.53,24,552,0
113884.95,65187.25,24,669,0
78581.7,65912.53,24,633,0
34335.06,17943.52,36,408,0
83835.35,44564.04,36,551,0
80582.79,35959.16,24,581,0
54656.01,18306.51,36,557,0
86765.71,80718.24,24,738,0
105730.78,62691.87,36,787,0
83341.87,38302.56,24,524,0
43079.09,15515.25,24,373,0
57163.56,27982.48,48,613,1
33642.64,15054.44,36,364,0
74832.75,69251.79,84,689,0
32785.77,10565.75,36,539,1
70285.88,25223.56,48,516,0
25450.59,7108.87,84,477,1
76407.4,28741.0,24,521,0
85195.69,48048.19,24,700,0
83251.06,68768.09,36,789,0
110977.94,40927.21,24,522,0
100186.19,55090.24,36,695,0
93846.2,55904.82,36,712,0
44365.83,9920.57,84,521,1
58867.93,35730.27,36,532,0
84323.19,49813.23,24,543,0
102748.88,43223.44,36,565,0
103486.75,80916.9,24,779,0
83589.78,57641.86,84,777,1
116324.88,74974.29,36,738,0
117359.72,87530.95,36,771,0
108300.09,62954.39,36,824,0
74344.49,38682.49,72,610,1
91059.84,38983.05,24,536,0
40985.51,19930.72,36,358,0
57258.34,27709.21,36,625,0
63310.49,29520.34,48,484,0
114325.1,63800.63,84,753,0
31626.82,14484.8,72,301,0
112321.92,28480.58,24,548,0
49911.7,17538.58,60,518,1
96254.59,81295.48,36,806,0
104043.79,62530.74,36,613,1
50267.61,30063.87,36,501,0
80304.21,83775.1,24,685,0
105209.03,76018.23,36,730,0
104591.69,30358.58,36,522,0
91903.4,29876.17,72,555,0
91969.29,83482.05,36,748,0
36080.84,21295.24,72,564,1
97184.39,45756.16,24,709,0
97712.17,64101.32,24,796,0
99195.83,49671.61,24,717,0
33648.86,17837.29,72,590,1
115120.95,77597.44,24,806,0
101195.3,39857.85,72,580,1
62290.24,35905.21,24,616,0
89285.55,82720.99,24,828,0
35845.21,19764.44,24,512,0
80814.46,39816.17,24,514,0
30340.99,13134.66,60,342,1
65867.34,34109.02,36,652,0
88379.53,42041.54,36,694,0
108195.4,51316.81,24,572,0
100686.46,64849.08,24,762,1
51565.61,29470.66,24,518,0
50235.79,11076.14,24,403,0
72489.77,43520.24,48,723,1
84170.87,79382.43,24,786,0
77978.76,36661.15,48,406,0
57040.0,55536.55,60,713,1
46919.99,35903.63,60,645,1
62882.98,35434.6,24,403,0
83398.77,49645.43,36,617,1
50328.43,13580.28,24,561,0
86817.3,82687.61,48,699,1
78374.56,26859.66,84,412,1
37343.36,25400.13,36,609,0
67693.99,89868.53,36,750,0
117782.73,89025.52,36,756,1
41508.27,18818.01,48,451,1
27714.48,8724.86,36,322,1
54418.26,27432.75,48,588,0
112744.82,66891.88,36,753,1
34537.56,18485.82,48,303,1
84401.43,45336.03,24,782,0
91170.81,52679.74,24,714,1
83559.02,34819.5,24,634,0
97544.85,28282.52,84,592,1
110894.58,84866.79,24,823,0
64869.47,24638.1,72,693,0
47138.16,22004.74,24,559,0
33900.0,13940.3,36,639,0
57261.72,17040.88,36,568,0
33433.19,8103.93,72,468,0
87186.11,81547.53,24,676,0
94900.67,57242.14,24,501,0
109098.57,54176.5,48,651,0
81886.26,69039.32,24,804,0
63237.0,28865.16,24,527,0
110506.43,77382.29,60,775,1
73178.8,41503.4,84,737,0
119431.06,83263.2,36,796,0
107214.96,59770.53,36,531,0
112797.92,66704.55,60,753,0
52780.36,31434.32,84,615,0
60130.07,56821.07,24,685,0
115050.99,48627.06,24,517,0
35660.87,14836.55,24,530,0
64392.6,36593.35,24,693,0
96124.56,75476.42,36,725,0
114264.25,54225.01,24,622,0
106076.73,68972.78,48,676,0
114402.13,59607.41,24,511,0
87638.05,80484.23,36,833,0
47409.11,25046.61,84,368,1
53553.55,20832.61,36,575,0
103908.09,65239.54,36,823,1
42259.1,15902.94,84,522,0
111580.1,49971.72,24,573,0
85714.66,49786.94,60,779,1
47591.55,12462.52,24,531,0
86626.24,52436.22,36,747,0
104886.95,53901.14,60,646,0
40327.09,14039.78,36,374,0
53969.16,51627.82,24,672,0
27252.65,14374.72,24,508,0
97421.22,27845.42,24,630,0
50616.19,30665.52,24,442,0
90765.92,81022.23,60,821,1
34467.71,16559.32,36,511,1
104579.33,84401.6,48,778,0
117023.38,61399.67,36,667,0
96559.2,51304.94,72,596,0
108717.32,53565.75,48,626,0
113821.36,84286.74,24,843,0
73552.8,30275.77,24,527,0
58545.79,18551.14,84,437,0
52318.93,16651.78,84,539,0
47390.37,22013.09,24,548,1
74510.02,60035.56,36,644,0
54920.06,64276.46,36,734,1
94271.8,82752.66,24,749,0
69832.05,32494.22,48,596,1
101849.3,86506.21,24,774,0
89642.92,54184.38,24,817,0
113029.99,82749.94,24,723,0
54027.02,11514.8,24,418,0
31991.26,11510.54,60,646,0
56633.27,27700.95,72,617,0
76401.33,21555.22,60,449,0
88118.44,76265.55,24,820,0
63933.53,36369.29,36,516,0
51315.73,28542.99,84,515,0
34775.94,19749.37,36,476,0
61233.23,46526.14,24,743,0
100991.76,76573.44,24,823,0
45369.77,13688.69,48,469,1
31624.53,13670.85,84,312,1
119254.84,84028.49,24,664,0
71034.92,26041.51,24,576,0
48453.69,14790.48,24,565,0
65047.66,61248.76,24,674,1
43063.57,24227.03,24,464,0
79273.66,43364.84,84,586,0
25838.71,10532.02,24,515,0
105443.53,72334.61,60,695,1
93083.74,37749.02,72,561,0
30177.69,7920.28,72,439,0
39271.71,16744.3,36,621,0
38471.43,18979.88,24,600,0
48283.49,13695.56,60,449,0
114121.46,31709.66,24,628,1
94222.78,64845.5,24,782,0
94328.17,32387.77,24,680,1
74457.0,38707.83,24,612,0
41141.64,21267.91,24,581,0
115245.89,76948.74,24,684,0
89344.71,33666.19,24,504,0
50386.19,10735.73,24,567,0
58649.32,12882.77,24,487,0
108489.36,41135.93,36,628,0
55960.47,19893.77,36,545,1
31394.4,23870.6,24,615,0
89026.96,23254.46,24,582,0
27653.83,7024.51,60,478,1
101670.91,61660.12,24,846,0
80462.78,29171.6,24,687,0
73892.83,17622.45,36,499,1
63028.57,47313.86,60,736,0
67924.52,35135.57,72,665,0
95871.72,73508.16,84,708,1
39973.07,10041.25,24,319,0
114485.09,73243.56,72,674,1
75986.45,47780.18,24,646,0
65713.28,33539.24,36,539,0
55864.18,47711.74,24,724,0
89846.49,59311.26,24,841,0
105286.68,71063.46,72,786,1
62271.43,13100.59,24,480,1
26909.81,5578.67,24,448,0
43764.98,12220.42,84,646,1
34848.88,23192.5,84,615,1
25060.96,10179.83,36,356,0
91403.94,45599.76,36,736,0
100769.49,73170.1,24,707,0
91999.21,48175.95,24,597,0
70997.76,39296.99,24,608,0
82163.38,88608.45,24,712,0
108065.62,59774.48,24,698,0
73249.33,23265.58,24,549,0
40486.03,19451.51,24,333,0
118938.89,85804.31,36,707,0
77960.43,75000.72,84,669,1
100382.74,41569.0,36,601,1
54550.94,57357.9,24,716,0
33250.81,22213.4,24,636,0
100054.27,68024.29,24,844,0
89150.86,36571.96,36,671,0
45603.02,27695.62,84,543,1
81818.79,80868.03,24,821,0
82667.94,48360.72,24,826,0
119845.65,54673.5,60,590,1
71194.91,15321.61,24,517,0
34986.07,16916.89,36,447,0
110152.19,78924.2,84,789,0
31462.56,18584.04,60,372,1
86505.37,53187.54,24,829,0
35690.15,13512.19,60,407,1
119338.59,41579.36,84,531,0
74239.5,42217.2,72,614,1
73438.32,37161.17,72,493,1
50420.77,26197.47,36,602,1
54810.32,51581.31,60,733,1
58878.78,75294.8,36,746,0
114033.73,63172.39,48,714,0
104770.15,35290.37,48,628,1
71567.32,19758.93,24,454,0
52418.33,31940.39,36,620,1
63911.64,24660.19,84,533,0
83419.08,38577.88,24,574,1
54394.62,23499.68,60,447,0
66435.17,26767.87,60,483,1
29126.72,11630.43,24,340,0
54263.53,69099.94,60,715,1
39286.14,18452.01,24,359,0
45919.39,16116.97,24,383,0
78881.32,34338.37,36,490,0
85143.2,87292.45,36,840,0
47037.55,15041.33,72,338,0
67314.47,21311.94,36,413,0
101638.61,57916.64,36,503,0
57542.26,28808.07,24,501,1
58731.18,23580.49,36,682,0
72334.0,43452.78,72,640,0
79376.26,17235.09,24,588,0
53768.35,26584.38,72,473,0
89974.46,77456.84,24,849,0
28309.73,8169.49,24,563,0
110430.71,78510.45,36,683,0
58137.96,31655.14,36,508,0
86743.84,43770.04,24,516,0
100777.19,59945.06,72,593,0
43617.04,10360.95,24,312,0
51102.33,25742.35,36,494,1
87340.88,80791.25,24,737,0
57817.88,23231.43,36,689,0
34361.57,9307.26,24,442,0
64372.06,31078.92,36,418,1
106358.85,64343.54,24,725,0
51576.11,13570.45,36,469,0
26125.41,13804.86,24,524,0
48367.46,11701.61,36,319,0
73066.2,53561.24,24,616,0
84400.59,49897.68,36,645,0
53920.36,40631.86,48,607,1
95995.35,75011.11,60,770,1
26342.18,21795.7,24,623,0
70022.2,33866.62,84,430,1
45327.62,12225.76,24,383,0
98730.74,22115.63,84,597,1
94310.54,64669.32,48,741,0
117505.81,76284.98,48,679,1
63129.67,22978.27,24,547,0
93537.03,22651.18,36,570,0
92704.7,63659.34,36,838,0
105843.12,33401.98,84,503,0
31979.98,7383.44,24,459,0
93587.42,27829.1,36,540,0
118162.8,68531.31,36,594,0
87338.74,52998.89,24,737,0
53713.73,13624.22,36,474,0
57870.34,18232.39,36,610,0
88588.7,31855.48,24,638,0
25886.53,7059.61,72,307,1
102559.72,31829.29,24,528,0
28078.74,9781.68,36,355,0
57954.39,25067.42,24,542,0
86910.83,70728.91,24,785,0
59294.15,38983.65,60,629,0
65578.63,36364.11,24,539,0
112400.44,74298.27,36,831,0
107139.84,85611.38,24,831,0
68168.96,21047.61,24,499,1
106136.94,35505.89,24,572,0
26621.78,6853.88,84,567,0
78025.4,79914.93,36,697,0
84491.28,23778.31,48,500,1
39965.92,20654.8,24,610,0
59668.03,14006.99,48,460,1
41875.72,16426.68,24,301,0
46691.44,26221.25,60,577,0
43406.75,18212.36,24,582,1
87710.03,21379.27,48,504,0
64387.15,63312.14,24,684,0
66256.75,33945.55,24,548,0
116135.02,66461.89,84,824,0
26924.42,6796.5,84,496,0
103160.86,49851.11,84,675,1
111871.92,72169.99,24,754,0
95948.73,58298.27,60,585,1
67157.58,38892.25,84,652,0
75252.65,38321.35,36,601,0
46883.53,25391.2,24,613,0
69467.27,26939.77,24,460,0
73103.88,37404.77,60,434,1
80399.03,75947.03,36,834,0
75726.21,46108.99,48,404,1
57024.18,21435.09,24,691,0
73422.45,23820.23,24,427,1
33955.54,19664.32,60,488,1
73425.98,52886.42,72,662,0
56905.76,32825.06,24,512,0
59829.03,36710.46,48,609,1
61327.48,33945.17,24,448,0
75757.22,32035.97,84,634,1
32814.78,9597.5,36,465,0
76365.93,44180.42,48,567,0
56198.65,32052.67,72,607,0
100220.67,36446.81,24,629,0
25193.46,8094.23,72,621,0
96190.81,83992.36,60,793,1
38093.47,13598.09,36,386,1
44739.79,22275.11,36,571,0
71493.96,19248.02,36,575,1
108604.51,75554.83,24,620,0
90791.28,87928.61,24,747,0
48656.71,11520.01,48,585,1
34471.17,16237.97,24,395,0
87309.27,44557.24,60,532,1
50119.64,16868.18,24,605,0
83442.12,79223.05,36,763,0
28169.46,16182.35,48,330,1
84085.27,80123.79,36,819,0
27206.92,6505.5,60,446,0
48207.29,16698.05,60,453,1
37550.03,28381.9,60,627,1
102599.62,63680.54,24,646,0
79201.03,40746.27,72,513,1
117245.89,44098.68,36,503,0
30714.21,13079.84,48,429,1
88078.01,43445.38,48,734,1
97526.26,30508.44,84,552,1
86484.41,42499.69,24,683,0
50267.01,18167.55,36,617,0
63272.75,27174.22,36,648,0
100292.84,69394.53,72,843,0
49986.73,18102.33,24,463,0
102058.75,29277.44,24,629,0
68512.03,19622.51,24,429,0
60474.84,23808.74,24,570,0
48828.55,19585.81,72,641,1
115380.56,82139.54,36,786,0
112457.2,89969.2,24,769,0
95908.39,71688.63,84,729,1
27020.8,8093.67,24,460,0
101487.11,31429.17,84,615,0
48989.41,28142.69,24,331,0
100346.35,24214.7,60,583,1
72247.3,30670.95,72,486,1
52120.93,42521.11,36,610,0
60224.97,34623.2,36,552,0
76145.51,35079.51,84,437,0
30010.59,6807.11,24,577,0
32028.79,17545.7,36,334,1
54056.17,28649.82,24,589,0
84144.27,74037.25,36,799,0
106809.94,68620.36,36,644,0
26071.04,14977.41,36,333,1
87061.49,56534.88,72,703,1
57779.64,42186.59,60,725,1
91338.49,71895.37,84,777,1
98619.79,26985.57,36,544,0
108099.33,56796.83,24,642,0
107953.34,75764.02,24,687,0
84186.44,78961.36,72,729,0
57903.16,29599.26,24,577,0
96950.05,31697.13,24,513,0
70118.55,24635.29,36,569,0
117480.95,45637.39,24,656,0
96787.24,36002.8,24,573,0
113891.55,62938.86,36,834,0
111041.07,74613.92,48,715,1
43173.34,12725.57,36,344,0
44322.16,21588.63,84,468,1
33804.21,8910.05,48,479,1
40921.5,14244.91,84,609,0
60262.62,55596.28,72,735,0
38159.69,15595.69,36,487,0
102879.37,43990.25,36,611,0
25760.56,8232.57,48,585,0
26898.64,11697.45,24,481,0
46536.95,24097.25,24,551,0
71177.98,52667.61,24,733,0
25745.8,13715.61,48,433,1
72132.68,58424.53,72,632,0
111755.7,54183.56,24,526,0
72360.07,27966.85,24,547,0
48970.81,23371.99,36,438,0
78159.82,57916.1,72,644,1
27113.1,15372.0,24,344,0
88524.84,83652.6,48,804,1
26484.18,6397.71,24,548,0
96064.19,82681.05,36,849,0
68503.04,36354.26,60,647,1
107242.82,70079.58,36,675,0
100864.42,72718.87,24,793,0
63684.58,32934.1,24,427,0
26428.01,5246.92,84,534,1
80884.05,76363.01,24,746,0
50040.45,35005.66,24,611,0
42758.84,17771.75,36,317,0
117487.49,40316.17,72,509,1
61888.1,19527.42,84,596,0
35889.14,13546.16,36,325,0
56319.35,71135.19,24,708,0
107713.89,24692.94,36,575,1
70827.27,14504.03,84,519,1
96031.8,37990.64,48,523,0
82350.75,39392.6,48,570,1
31484.02,14901.56,84,423,1
56403.78,25057.97,48,443,0
27384.02,17223.28,36,358,0
91469.78,62287.81,36,708,0
71831.1,27402.99,60,590,0
85963.57,40979.82,24,683,0
111828.68,33825.0,36,603,0
33091.64,13965.64,36,541,0
63541.96,53913.1,24,709,0
104971.92,82994.52,48,641,0
34779.01,13951.52,60,366,1
88371.93,64394.7,36,799,0
116334.35,86530.46,24,724,0
42806.7,16870.48,36,365,1
29181.08,17096.26,36,471,0
81060.03,47924.29,24,558,0
57745.18,31347.71,84,471,0
48911.8,27623.82,36,456,0
93937.58,87766.24,60,650,0
67788.27,38323.67,60,659,0
74721.38,25918.9,24,479,0
97627.63,81350.76,24,720,0
63965.1,33972.64,48,442,1
107582.82,75544.7,48,795,0
33918.23,9866.08,84,447,1
36584.87,14359.93,24,614,0
48539.61,17134.96,24,340,0
68770.87,24144.7,36,514,0
66302.29,18691.53,24,616,0
61821.28,37458.62,36,572,0
91072.64,71337.25,24,828,0
99024.24,52874.1,24,676,0
54571.67,43637.98,24,602,0
98522.11,56227.95,24,506,0
119612.42,81099.1,84,804,1
87918.22,33273.41,24,590,0
102317.83,59688.11,24,817,0
90165.61,73305.53,60,787,1
107413.18,56617.56,24,735,0
75803.2,20965.41,36,569,0
37884.95,16921.73,84,520,1
80775.41,34523.4,72,681,0
37227.8,14434.47,24,623,0
46260.89,16532.19,48,503,1
43569.94,22844.57,48,369,1
80481.8,76727.72,24,828,0
80008.18,81280.87,24,810,0
82936.58,35381.91,48,612,1
105613.38,59198.89,36,567,0
80382.96,88587.41,36,658,0
86378.07,48577.63,36,551,0
100087.65,84399.94,72,699,1
30276.76,17856.28,84,475,1
47664.1,10388.63,48,578,1
75656.44,22280.76,24,461,0
79166.07,31275.53,24,532,0
94494.1,86272.87,48,740,1
74714.8,43454.21,36,504,0
65143.77,27054.01,24,575,0
60130.01,34274.33,72,613,1
38006.52,20587.72,24,436,0
60587.64,59145.87,24,682,0
44897.61,15950.79,36,414,0
73892.67,32830.36,60,627,0
103592.05,44984.62,36,512,0
76814.25,35536.74,72,660,0
96884.78,42818.41,36,616,0
49032.21,26923.62,24,326,0
106784.61,64559.61,48,667,0
27327.46,14108.2,84,448,1
64423.2,31093.09,84,587,0
84429.35,84958.96,84,774,1
46759.24,17383.37,24,528,0
47745.06,28924.09,60,605,1
63942.2,25570.87,36,575,0
